k,qpar_fid,qper_fid,qpar_ap,qper_ap,P0_fid_AB,P0_AP_AB,delta_P0_AP_minus_fid_AB,P2_fid_AB,P2_AP_AB,delta_P2_AP_minus_fid_AB,P4_fid_AB,P4_AP_AB,delta_P4_AP_minus_fid_AB
0.27583333333333332,1,1,1.02,0.97999999999999998,3247.735479308255,3255.741072442785,8.0055931345300451,2727.2283267124499,2815.2021360847066,87.97380937225671,573.28327242997284,669.5793583364233,96.296085906450458
0.27784722222222225,1,1,1.02,0.97999999999999998,3224.8115094687728,3232.7182373151254,7.9067278463526236,2718.0693132893784,2804.8001112110833,86.730797921704834,573.18683797863639,669.01574728604794,95.82890930741155
0.27986111111111112,1,1,1.02,0.97999999999999998,3202.3607131025065,3210.1944346910277,7.8337215885212572,2709.1422536678729,2794.5404645305653,85.398210862692395,573.09544164804129,668.4474689606659,95.352027312624614
0.28187499999999999,1,1,1.02,0.97999999999999998,3180.4053678066675,3188.1668278817169,7.7614600750493992,2700.4385589277963,2784.4578600072746,84.019301079478282,573.02275745276791,667.86750549615454,94.84474804338663
0.28388888888888891,1,1,1.02,0.97999999999999998,3158.9508712465472,3166.6243842145959,7.6735129680487262,2691.9393305595145,2774.5847728150907,82.645442255576199,572.97722803926183,667.29680509595926,94.319577056697426
0.28590277777777778,1,1,1.02,0.97999999999999998,3137.9648510459365,3145.5486403083441,7.583789262407663,2683.599598429465,2764.9404134869765,81.340815057511463,572.95441283727428,666.77912083512899,93.824707997854716
0.28791666666666665,1,1,1.02,0.97999999999999998,3117.4101805672572,3124.9133757318523,7.5031951645951267,2675.3703456876469,2755.5191650077454,80.148819320098482,572.94772771412056,666.35736089612726,93.409633182006701
0.28993055555555558,1,1,1.02,0.97999999999999998,3097.2503068108463,3104.6852454618256,7.4349386509793476,2667.2022042339222,2746.2844173261924,79.082213092270194,572.95028488941011,666.0424140717281,93.09212918231799
0.29194444444444445,1,1,1.02,0.97999999999999998,3077.4491539465116,3084.8288416091336,7.3796876626220183,2659.0454381596774,2737.1884996774593,78.143061517781916,572.95492344550189,665.82852465248857,92.873601206986677
0.29395833333333332,1,1,1.02,0.97999999999999998,3057.9710349496213,3065.3080022207569,7.3369672711355634,2650.8499343540052,2728.1858970747944,77.335962720789212,572.95423697595561,665.7061242376235,92.751887261667889
0.29597222222222225,1,1,1.02,0.97999999999999998,3038.7805709089298,3046.0868114914724,7.306240582542614,2642.5651992856779,2719.2324395564483,76.667240270770435,572.94059834635777,665.66094523269066,92.720346886332891
0.29798611111111112,1,1,1.02,0.97999999999999998,3019.8441264740777,3027.1326789663981,7.2885524923203775,2634.144679699084,2710.2835193321725,76.138839633088537,572.90660005708094,665.6690622832183,92.762462226137359
0.29999999999999999,1,1,1.02,0.97999999999999998,3001.1444588806617,3008.4181592442242,7.2737003635625115,2625.5877628509243,2701.2991444355785,75.711381584654191,572.84917573319808,665.69033275146262,92.841157018264539
